DateTime,Observed_QM,TOPKAPI_Q,Residual_LSTM_Prediction,Residual
2024-02-03 14:00:00,0.24,0.48,0.5523666399717331,0.07236664
2024-02-03 15:00:00,0.26,0.47,0.5471859511733055,0.07718595
2024-02-03 16:00:00,0.24,0.47,0.5524408009648323,0.0824408
2024-02-03 17:00:00,0.22,0.47,0.5558304128050804,0.08583041
2024-02-03 18:00:00,0.26,0.47,0.564673715531826,0.094673716
2024-02-03 19:00:00,0.26,0.47,0.5696918603777885,0.09969186
2024-02-03 20:00:00,0.26,0.47,0.5710458096861839,0.10104581
2024-02-03 21:00:00,0.24,0.47,0.5693415340781212,0.099341534
2024-02-03 22:00:00,0.2,0.47,0.5648820114135742,0.09488201
2024-02-03 23:00:00,0.2,0.47,0.5598449346423149,0.089844935
2024-02-04 00:00:00,0.2,0.47,0.5553759422898292,0.08537594
2024-02-04 01:00:00,0.2,0.47,0.5507270556688308,0.080727056
2024-02-04 02:00:00,0.2,0.47,0.546049767434597,0.07604977
2024-02-04 03:00:00,0.2,0.47,0.5412304562330246,0.071230456
2024-02-04 04:00:00,0.2,0.47,0.5367993351817131,0.066799335
2024-02-04 05:00:00,0.2,0.47,0.5334665340185165,0.063466534
2024-02-04 06:00:00,0.2,0.47,0.5302284073829651,0.060228407
2024-02-04 07:00:00,0.18,0.47,0.5281359378993511,0.058135938
2024-02-04 08:00:00,0.18,0.47,0.526677833199501,0.056677833
2024-02-04 09:00:00,0.22,0.46,0.5148504702746868,0.05485047
2024-02-04 10:00:00,0.2,0.46,0.5136764152348041,0.053676415
2024-02-04 11:00:00,0.2,0.46,0.5132219409942627,0.05322194
2024-02-04 12:00:00,0.22,0.46,0.506310156583786,0.046310157
2024-02-04 13:00:00,0.22,0.46,0.5036306558549404,0.043630656
2024-02-04 14:00:00,0.24,0.46,0.504965673238039,0.044965673
2024-02-04 15:00:00,0.24,0.46,0.5095577491819858,0.04955775
2024-02-04 16:00:00,0.24,0.46,0.516346446275711,0.056346446
2024-02-04 17:00:00,0.24,0.46,0.5221883235871791,0.062188324
2024-02-04 18:00:00,0.24,0.46,0.5333513310551643,0.07335133
2024-02-04 19:00:00,0.24,0.46,0.539600341618061,0.07960034
2024-02-04 20:00:00,0.26,0.46,0.5356899788975715,0.07568998
2024-02-04 21:00:00,0.24,0.46,0.5315429037809372,0.071542904
2024-02-04 22:00:00,0.24,0.46,0.5287687247991562,0.068768725
2024-02-04 23:00:00,0.24,0.46,0.5346200680732727,0.07462007
2024-02-05 00:00:00,0.24,0.46,0.536220192015171,0.07622019
